0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
が,1,食,500,円,くらい,で,3,食,きっちり,買う,と,仮定,しよ,う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
代,に,3,日間,で,10000,くらい,として,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泊,する,オタク,が,30,人,くらい,いる,として,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オタク,は,限界,旅行,が,好き,な,ので,地方,に,行っ,て,も,金,を,落とさ,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
から,オタク,を,かき集める,という,点,で,ある,程度,外資,は,入る,けど,、,絶対,数,が,少ない,から,大した,効果,は,上がら,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カンファレンス,、,それなり,に,地方,創,生,に,貢献,できる,可能,性,が,無き,に,しも,非,ず,…,？(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
で,やっ,て,くれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
いえ,ば,無職,やめ,太郎,さん,に,フォロバ,さ,れ,て,嬉しい,なっ,て,言っ,てる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
低い,ので,顔,と,最寄り,と,本名,まで,は,特定,できる,よう,に,なっ,て,いる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カン,ファ,、,東京,の,身内,誘っ,て,いき,たい,の,は,ある,けど,、,身内,増やし,すぎる,と,身内,同士,で,盛り上がる,感じ,に,なっ,て,しまう,ので,良く,ない,なあ,と,思う,ので,誘う,に,し,て,も,人,を,選ぶ,,,,,,,,,,,,,,,,,,,,,,,
チュン,じゃん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
いう,か,行け,ない,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,支援,金,生える,なら,行き,たい,が,、,と,いう,か,何,でも,そう,で,、,とにかく,金,が,生える,なら,行く,し,、,生やせ,無けれ,ば,行か,ない,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,で,交通,費,あり,の,カン,ファ,し,たり,し,ませ,ん,？,(,山口,で,は,なく,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キャリア,全国,大会,、,交通,費,宿,代,付き,で,遠く,で,やっ,て,欲しい,(,そうすると,人,の,金,で,遠く,に,行ける,ので,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地方,、,人権,を,投げ捨てれ,ば,気軽,に,行ける,と,言う,の,が,ある,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
し,たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新幹線,に,乗っ,て,行っ,て,、,ビジネス,ホテル,に,泊まる,という,人権,を,し,て,見,たい,けど,、,カプセルホテルシャン,を,超える,コスパ,を,兼ね備え,た,場所,が,見つから,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行き,てえ,なあ,(,今年,入っ,て,2,度,行っ,た,顔,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
に,は,耐え,られ,ない,よう,な,早起き,を,強要,し,て,くる,の,も,あれ,だ,けど,、,まあ,そこ,は,オール,する,こと,で,回避,出来る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
の,悪い,所,は,、,交通,費,で,一時,的,に,金,が,無くなる,罠,とか,、,交通,費,する,出さ,なく,て,行け,ない,罠,とか,が,ある,所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
けど,、,金,ない,し,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、,直前,に,なれ,ば,なる,ほど,行き,たく,な,さ,が,増し,て,く,よ,な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
て,ぃあくんたんじょうびか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
が,来,なきゃ,余裕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,時間,30,分,チャリ,を,運ぶ,だけ,の,仕事,…,そんなに,きつく,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,毎度,KP,し,て,くれる,某,友人,に,感謝,せ,ね,ば,なる,まい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
が,KP,なら,俺,みたい,な,の,参加,する,卓,は,回し,たく,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
度,の,高い,シナリオ,で,KP,を,困ら,せる,の,が,趣味,の,PL,です,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
もの,、,言い,すぎる,と,面白み,が,失せる,し,、,言わ,な,過ぎる,と,無限,に,時間,が,溶ける,ので,難しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
また,回し,たい,けど,やる,なら,泊まり,込み,で,やり,たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
によって,PL,の,楽しみ,方,が,変わっ,て,くる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,結構,PL,に,感,上,移入,さ,せる,裁量,を,考える,の,が,難しく,て,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
によって,結構,話し合い,の,毛色,が,変わっ,て,くる,ので,いい,(,僕,の,キーパリング,が,安定,し,ない,と,も,いう,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ペスト,は,キーパー,する,と,PL,が,どんな,話し合い,を,し,て,最後,の,結論,を,出す,の,か,が,とても,楽しみ,に,なる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
の,類,、,始発,で,行か,なきゃ,間に合わ,ない,よう,な,案件,ばっかり,な,の,良く,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
:,30,に,なっ,たら,準備,始める,か,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バイト,に,向かう,まで,そこ,まで,時間,内,の,面白い,な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
クロス,し,て,え,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
た,よ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,じゃ,なく,て,も,いい,や,、,オタク,と,し,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,s,で,泊っ,て,TRPG,とか,し,たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
の,裁量,が,結構,でかい,の,で,迷う,ところ,は,多々,ある,けど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ペスト,は,やはり,良,シナリオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
が,誰,か,に,仕事,を,投げ,て,、,誰か,が,仕事,を,おわらせる,まで,俺,は,アニメ,見,て,ね,てる,これ,が,非同期,処理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
なあ,〜,俺,も,いい,てえ,なあ,〜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、,めちゃくちゃ,面白い,な,、,議論,も,クソ,も,なく,て,最高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
て,らん,ね,〜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
？,？,「,疑わ,れ,たく,ない,なら,家,を,出,て,け,ば,？,」,僕,「,超,理論,すぎ,て,草,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
まま,だ,と,唯一,平穏,に,作業,できる,空間,が,トイレ,しか,なくなっ,て,しまう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
入っ,て,ガシガシ,色々,踏ん,で,出,て,く,時,は,ドア,閉め,ない,って,言う,の,は,…,どう,か,な,？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,開け,たら,閉めろ,と,言い,たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
に,忘れる,な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
って,する,やつ,でき,た,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
し,たら,ふわっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寝る,けど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鯖,の,通話,何,話し,てる,の,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、,うまい,こと,レスポンシブ,し,ない,なあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頼り,まくる,と,div,タグ,まみれ,に,なる,こと,が,一般,に,知ら,れ,て,そう,だ,な,と,思っ,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
デザインスペック,見,て,も,そのまま,に,なら,ない,ので,適当,に,雰囲気,で,数値,入れ,てる,の,良く,ない,な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
完全,に,理解,し,た,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
チートシート,印刷,し,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
こそ,ポートフォリオ,ちゃんと,つくる,ぞ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、,僕,が,し,たかっ,た,html,に,変数,名,書い,たら,そのまま,出力,って,言う,の,が,似,た,感じ,で,でき,て,良,さ,そう,だ,な,って,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、,なんか,動か,ん,って,なっ,た,瞬間,に,白目,むい,て,寝,た,ので,続き,し,なきゃ,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
も,ない,が,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
そう,、,html,/,css,は,レイヤー,の,概念,が,ない,(？),の,が,ゴミ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
が,単純,に,端,から,何,px,とか,どの,レ,イヤー,とか,で,配置,できる,仕様,なら,文句,ねえ,ん,だ,よ,な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叩き,たい,から,幼女,API,作ろ,う,ぜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、,けど,僕,は,近況,的,に,亀,の,歩み,しか,でき,ない,けど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
の,デザイン,を,見,て,css,に,対応付け,させる,コスト,確実,に,無駄,だろ,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マージン,の,値,とか,読みとっ,て,こう,あれ,する,奴,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
誰,か,作れ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
の,js,も,css,も,キモイ,ので,フレーム,ワーク,から,始めよ,う,と,する,も,、,素,の,知識,が,ない,と,理解,が,足り,ない,ので,結局,素,の,js,なり,の,勉強,を,し,なきゃ,行け,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,
で,書く,だけ,で,勝手,に,CSS,錬成,さ,れ,て,くれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
儀式,する,から,おまえ,人柱,な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キモイ,けど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
わかり,やすい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ちょっと,いい,なっ,て,なっ,てる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
に,わかる,に,なっ,てる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サイト,、,やたら,凝っ,た,デザイン,に,し,てる,ので,実装,が,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
が,デザイン,書く,から,誰,か,フロント,エンド,実装,し,て,くれ,って,気持ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
を,使う,と,誰,でも,デザイン,が,できる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XD,を,使え,て,も,css,が,かけ,ない,と,実装,出来,ませ,ん,(,それ,は,そう,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,枚,テンプレート,使え,ば,パワポ,と,そこ,まで,大差,ない,使い勝手,で,パワポ,より,オシャレ,に,スライド,作成,が,できる,など,する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イラレ,と,連携,できる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,アプリデザイン,も,Web,デザイン,も,スライド,作成,も,できる,ので,神,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、,どんな,業,を,積ん,だら,こんなに,頭,悪い,文章,が,かける,の,か,って,くらい,頭,悪い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
費,往復,全額,支給,(,700,円,まで,),とかいう,頭,悪,そう,な,文章,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
に,適当,な,Web,アプリ,公開,し,て,osushi,の,二の舞,に,なっ,て,み,たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
！,さっき,人,を,殺し,て,しまっ,た,よ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,gitignore,を,書か,ず,に,Django,プロジェクト,を,コミット,し,まし,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、,音声,操作,ｗ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
立て,て,Android,アプリ,から,も,アクセス,できる,よう,に,と,化し,たい,ね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,機械,学習,とか,も,絡め,たい,なあ,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
も,作る,もの,が,思いつか,な,過ぎ,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日付,と,かね,た,とか,感想,とか,を,記録,できる,ん,や,ぞ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,コマンド,叩か,なく,て,も,勝手,に,Django,プロジェクト,が,作れる,ので,神,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,本気,です,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
から,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
で,オナニー,記録,アプリ,作り,ます,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
なん,も,わから,ん,ので,うかつ,に,アプリ,作っ,て,公開,とか,でき,ない,(,そう,で,なく,て,も,後悔,できる,よう,な,もの,作っ,て,ない,が,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev,欲しい,な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
考え,て,も,大阪,で,金,使い,すぎ,た,っぽい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
の,金,で,飯,が,食い,たい,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ほしい,なあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
買っ,て,壁,に,TweetDeck,投影,し,たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
別に,ストレス,とか,で,は,なく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
に,行き,たい,ため,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
だけ,遠方,の,イベント,で,交通,費,全,支給,！,宿,代,全,支給,！,な,クール,な,イベント,ない,です,か,ね,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,キーボード,叩い,てる,とき,いつも,ブチ,切れ,て,そう,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
強,さ,で,テーブル,まで,衝撃,が,逃げ,てる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叩く,と,ぼこぼこ,音,が,鳴る,人類,、,あんまり,い,ない,と,思う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あげ,を,名乗,れる,食,感,か,否,か,とか,関係,ない,から,、,普通,に,おいしい,から,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あげく,ん,一生,分,くれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
すい,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
が,東京,に,来る,って,発言,し,てる,僕,は,埼玉,県民,な,の,面白い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京,き,てる,イメージ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
すみ,さん,東京,来,すぎ,て,逆,に,い,つ,来,て,ない,の,か,わから,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
の,UI,個人,的,に,好き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
書か,ない,で,XD,で,プロトタイピング,する,だけ,の,バイト,とか,ねえ,か,な,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
予定,が,ない,アプリ,の,プロトタイプ,を,XD,で,作る,やつ,する,か,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ちゃ,け,Linux,で,Adobe,製品,が,動け,ば,mac,os,欲し,さ,は,半分,くらい,なくなる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro,何,が,いい,って,何,度,も,言っ,てる,けど,Adobe,製品,と,の,親和,性,が,高い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro,欲し,さ,が,ある,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
は,動画,か,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
さ,、,ゲーム,を,あまり,し,ない,から,ハイスペック,要求,する,よう,な,作業,そんなに,し,ない,ん,だ,よ,ね,(,なお,Android,エミュレータ,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あ,めん,食べ,たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
が,悪い,ん,じゃ,なく,て,俺,が,悪い,ん,だ,けど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
なん,も,わかっ,て,ない,ため,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ずっと,本,読み,ながら,コード,叩い,てる,けど,別に,進捗,は,えて,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
落ち着く,羅列,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/,\,/\/\/\/\/\/\/\/\/\/\/\/\/,/,\,/,\,/,\/\/\/\/\/\/\/\/\/\/\/\/\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
だ,から,いい,PC,が,欲しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指向,人間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
class,human,{,name,=,String,age,=,Int,live,=,String,school,=,String,job,=,String,},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
に,重く,て,深く,て,カチカチ,なる,キーボード,が,欲しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
の,タイピング,、,殴りつける,よう,な,感じ,に,なり,がち,な,ので,強く,たたい,て,も,受け止め,て,くれる,キーボード,が,欲しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
の,方,か,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
を,使う,うまみ,ってな,ん,だ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
写真,の,分,も,カウント,さ,れ,て,そう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
僕,の,ハッカソンブログ,一,万,文字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ワークス,が,高校生,に,も,かかわら,ず,オリジン,:,ヒューマン,を,持っ,て,い,たり,する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
、,僕,は,中,二,病,な,ので,GM,に,頼ん,で,記憶,喪失,の,レネゲイドビーイング,という,設定,を,つけ,まし,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ぼ,:,僕,と,川田,ちゃん,と,ダブル,クロス,する,人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wow,wow,take,your,amazone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
か,？,？,？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flash,書い,て,み,た,って,やり,たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行き,放題,じゃん,(?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
住み,めっちゃ,良,さ,そう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
なっ,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/,エンジェルハイロゥ,の,仮面ライダー,な,ん,です,けど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
